NORAD_CAT_ID,SATNAME,PER_ALT,APO_ALT,LAT,LON,TLE_LINE1,TLE_LINE2,SATNAME_CLEAN,SAT_GROUP,Inc
33,THOR ABLESTAR DEB,285.2,616.8,25.10401638,177.7871943,1 00033U 60003  C 60280.33271408  .00001932 +00000-0 +00000-0 0  9994,2 00033 051.2879 136.0668 0242757 196.7800 163.6100 15.38343354027003,THOR ABLESTAR DEB,THOR,51.3
37,SPUTNIK 4 DEB,282.5,552.1,61.79824828,-152.9014617,1 00037U 60005  D 61074.65882873  .00039007 +00000-0 +00000-0 0  9995,2 00037 064.8899 343.2411 0198403 333.4201 027.0840 15.49800338046906,SPUTNIK 4 DEB,SPUTNIK,64.9
38,SPUTNIK 4 DEB,282.5,328.2,0.979135114,-146.2526855,1 00038U 60005  E 60232.69066809  .00610805 +00000-0 +00000-0 0  9999,2 00038 064.8899 302.1218 0034213 049.4823 310.6691 15.88909013015003,SPUTNIK 4 DEB,SPUTNIK,64.9
39,SPUTNIK 4 DEB,283.2,363.5,62.80140823,175.6285176,1 00039U 60005  F 60226.37184334  .00591427 +00000-0 +00000-0 0  9990,2 00039 064.8899 324.0258 0059941 055.6628 304.6251 15.82510302014005,SPUTNIK 4 DEB,SPUTNIK,64.9
40,SPUTNIK 4 DEB,282.4,475.4,38.47143644,-3.045420801,1 00040U 60005  G 60196.98540115  .00376529 +00000-0 +00000-0 0  9992,2 00040 064.8899 065.1154 0142796 067.5265 293.2405 15.63031690009404,SPUTNIK 4 DEB,SPUTNIK,64.9
41,SPUTNIK 4 DEB,282.6,338.6,-60.22503989,142.1654185,1 00041U 60005  H 60213.55741600  .00877296 +00000-0 +00000-0 0  9995,2 00041 064.8899 009.0399 0041880 060.9395 299.2735 15.87027825012009,SPUTNIK 4 DEB,SPUTNIK,64.9
42,SPUTNIK 4 DEB,251.3,420.1,43.58645088,-59.37503634,1 00042U 60005  J 60229.62556458  .00384003 +00000-0 +00000-0 0  9995,2 00042 064.8899 312.6938 0125675 047.5739 312.9645 15.78145464014500,SPUTNIK 4 DEB,SPUTNIK,64.9
44,MIDAS 2 DEB,228.2,228.2,12.92886177,125.8530721,1 00044U 60006  B 60339.48320007  .05617416 +00000-0 +00000-0 0  9995,2 00044 033.0000 103.1687 0000000 237.9085 122.0914 16.16822545029905,MIDAS 2 DEB,MIDAS,33.0
51,ECHO 1 DEB (METAL OBJ),"1,511.00","1,688.30",28.27989647,-90.3626391,1 00051U 60009C   25330.36379101  .00000025  00000-0  10548-2 0  9991,2 00051  47.2143 316.9688 0111120 312.9752  46.1762 12.18374727906446,ECHO 1 DEB (METAL OBJ),ECHO,47.2
53,ECHO 1 DEB (METAL OBJ),"1,526.10","1,681.70",-40.69543485,43.18190362,1 00053U 60009E   25330.48055315 -.00000027  00000-0  55975-3 0  9991,2 00053  47.2771 247.6229 0097467 197.1954 162.5522 12.17394792910737,ECHO 1 DEB (METAL OBJ),ECHO,47.3
69,JUNO II DEB,266.2,310.3,-43.89665442,19.61323644,1 00069U 60014  C 70043.96232070  .03036540 +00000-0 +00000-0 0  9990,2 00069 049.2657 017.1807 0033130 020.6026 339.6235 15.95021175456721,JUNO II DEB,JUNO,49.3
74,DELTA 1 DEB,237.7,250.3,,,1 00074U 60016  C 89127.00883376  .02098965 +49187-2 +22120-2 0  9995,2 00074 048.5374 350.7700 0009533 238.7285 120.9850 16.11032606545411,DELTA 1 DEB,DELTA,48.5
75,DELTA 1 DEB,208.8,225,,,1 00075U 60016  D 90023.65502152  .03695442 +15733-4 +16800-2 0  9998,2 00075 048.5003 110.5790 0012245 332.5609 027.6347 16.20974718995668,DELTA 1 DEB,DELTA,48.5
78,SL-6 DEB,197.9,304.6,46.31717494,79.25006143,1 00078U 61003  D 61043.08113194  .00392946 +00000-0 +00000-0 0  9999,2 00078 065.0109 186.4129 0080516 020.4596 339.7037 16.08399757000013,SL-6 DEB,SL-6,65.0
85,SCOUT X-1 DEB,383.3,447.2,,,1    85U 61004C   25126.91579424  .00547528  00000-0  83528-2 0  9990,2    85  38.6281 333.3586 0047038 226.2995 133.3890 15.50513241188530,SCOUT X-1 DEB,SCOUT,38.6
88,DISCOVERER 20 DEB,281.3,281.3,-75.65044538,24.55934374,1 00088U 61005  B 61090.88572693  .01415362 +00000-0 +00000-0 0  9994,2 00088 080.9099 107.9583 0000000 339.6631 020.3368 15.97538142006505,DISCOVERER 20 DEB,DISCOVERER,80.9
89,DISCOVERER 20 DEB,284,539.1,80.80000807,155.6247851,1 00089U 61005  C 61091.31996822  .00509837 +00000-0 +00000-0 0  9998,2 00089 080.9099 108.5267 0187904 341.2386 019.1045 15.51776004006506,DISCOVERER 20 DEB,DISCOVERER,80.9
90,DISCOVERER 20 DEB,321.2,326.7,-8.663051913,-136.8734381,1 00090U 61005  D 61295.45793529  .01555739 +00000-0 +00000-0 0  9993,2 00090 080.7118 219.4209 0004101 016.4298 343.5769 15.82295788037405,DISCOVERER 20 DEB,DISCOVERER,80.7
92,SPUTNIK 9 DEB,169.7,200.5,-15.22782579,-162.6135821,1 00092U 61008  B 61068.57164955  .00000000 +00000-0 +00000-0 0  9999,2 00092 064.9299 298.7499 0023484 024.4999 335.5567 16.32781345000057,SPUTNIK 9 DEB,SPUTNIK,64.9
93,SPUTNIK 9 DEB,172.5,172.5,-2.585307673,123.3385654,1 00093U 61008  C 61068.57068920  .00000000 +00000-0 +00000-0 0  9995,2 00093 064.9299 298.7499 0000000 117.5648 242.4351 16.37479598000058,SPUTNIK 9 DEB,SPUTNIK,64.9
97,SL-3 DEB,167,236.9,-27.50398836,-130.5906476,1 00097U 61009  C 61084.60967635  .00299049 +00000-0 +00000-0 0  9996,2 00097 065.0000 305.2646 0053086 041.8763 318.3297 16.26495110000060,SL-3 DEB,SL-3,65.0
99,THOR ABLESTAR DEB,220.9,227.2,,,1 00099U 60003  D 79186.84178960  .01646730 +24659-2 +98060-3 0  9992,2 00099 051.2611 217.5480 0004728 097.4296 263.3330 16.18346998058087,THOR ABLESTAR DEB,THOR,51.3
101,THOR ABLE DEB (YO),176.7,177.2,,,1 00101U 60002  C 83106.81622310  .09665547 +57417-4 +11294-2 0  9990,2 00101 048.4727 027.9990 0000398 270.9061 249.8269 16.35832332249187,THOR ABLE DEB (YO),THOR,48.5
105,JUNO II DEB,266,349.4,-46.45936309,-45.42257261,1 00105U 60014  D 72059.92842267  .01803377 +00000-0 +00000-0 0  9999,2 00105 050.4242 028.4966 0062390 251.9739 107.4401 15.88057487557429,JUNO II DEB,JUNO,50.4
106,DISCOVERER 23 DEB,185,473.5,39.01248665,162.942809,1 00106U 61011  C 61245.65856299  .01934985 +00000-0 +00000-0 0  9993,2 00106 081.8681 045.6978 0215079 039.0670 321.7165 15.80427697021703,DISCOVERER 23 DEB,DISCOVERER,81.9
109,DISCOVERER 25 DEB,223.5,262.2,-72.22210234,-29.04722839,1 00109U 61014  B 61169.50401349  .09910278 +00000-0 +00000-0 0  9997,2 00109 082.1100 315.3312 0029223 172.6556 187.3661 16.11467877000259,DISCOVERER 25 DEB,DISCOVERER,82.1
115,THOR ABLE DEB (YO),559.2,596.1,41.26529557,-11.05642393,1 00115U 60002D   25329.53148677  .00003468  00000-0  32093-3 0  9998,2 00115  48.1640  21.6860 0026559  59.0635 301.2889 14.96520670487617,THOR ABLE DEB (YO),THOR,48.2
119,THOR ABLESTAR DEB,733.2,870.5,-51.90720999,-26.99310982,1 00119U 61015D   25330.91555897  .00000749  00000-0  32626-3 0  9998,2 00119  66.7255 194.7088 0095631  43.9643 316.9010 14.26967115329459,THOR ABLESTAR DEB,THOR,66.7
120,THOR ABLESTAR DEB,716.5,872.1,31.71199783,-179.3273491,1 00120U 61015E   25330.81678032  .00000728  00000-0  29993-3 0  9996,2 00120  66.7048 240.3823 0108461 155.0144 205.6261 14.29241276319405,THOR ABLESTAR DEB,THOR,66.7
121,THOR ABLESTAR DEB,828.1,958.2,-63.0075163,52.58637943,1 00121U 61015F   25330.81422435  .00000041  00000-0  78682-4 0  9999,2 00121  66.7457 184.5597 0089517 150.3935 210.2259 14.00185335298039,THOR ABLESTAR DEB,THOR,66.7
122,THOR ABLESTAR DEB,549.9,606.7,-66.69349072,-119.4500002,1 00122U 61015G   25330.76043653  .00011778  00000-0  10318-2 0  9994,2 00122  66.7429  53.2766 0040845 354.4652   5.6022 14.96304517363939,THOR ABLESTAR DEB,THOR,66.7
123,THOR ABLESTAR DEB,680.9,827.4,45.93100823,-33.72733978,1 00123U 61015H   25330.80923142  .00001067  00000-0  33633-3 0  9996,2 00123  66.6863 247.6955 0102675  55.9461 305.1338 14.41319278350362,THOR ABLESTAR DEB,THOR,66.7
124,THOR ABLESTAR DEB,718,829,-46.11590205,-167.0896264,1 00124U 61015J   25330.64438852  .00002244  00000-0  78284-3 0  9997,2 00124  66.5460  61.8161 0077611 272.0609  87.1605 14.35460371329855,THOR ABLESTAR DEB,THOR,66.5
125,THOR ABLESTAR DEB,811.9,923.8,63.57268578,59.64723583,1 00125U 61015K   25330.64784625  .00000395  00000-0  27383-3 0  9999,2 00125  66.8758  76.2637 0077157 216.6881 142.8911 14.07524527288753,THOR ABLESTAR DEB,THOR,66.9
126,THOR ABLESTAR DEB,706.4,783.3,-21.38505844,-169.1758661,1 00126U 61015L   25330.84035258  .00002615  00000-0  77391-3 0  9994,2 00126  66.7098 275.5439 0054001  40.6370 319.8746 14.44134584335379,THOR ABLESTAR DEB,THOR,66.7
127,THOR ABLESTAR DEB,688.3,778.3,52.08628284,85.7347237,1 00127U 61015M   25330.82736338  .00003216  00000-0  87343-3 0  9996,2 00127  66.8277 127.7044 0063301 168.8223 191.4309 14.47653306337555,THOR ABLESTAR DEB,THOR,66.8
128,THOR ABLESTAR DEB,824.2,949.8,16.61466856,-101.5645917,1 00128U 61015N   25330.36889746  .00000100  00000-0  11436-3 0  9997,2 00128  66.6755 327.1233 0086394  98.5371 262.5514 14.01965535286642,THOR ABLESTAR DEB,THOR,66.7
129,THOR ABLESTAR DEB,182.7,215.4,,,1 00129U 61015  P 81243.38994460  .11582138 +30779-4 +29390-2 0  9990,2 00129 066.5360 148.0205 0024828 248.7788 111.1346 16.27573342071597,THOR ABLESTAR DEB,THOR,66.5
130,THOR ABLESTAR DEB,838.7,953.3,51.40116028,106.4030251,1 00130U 61015Q   25330.63143318  .00000071  00000-0  10019-3 0  9991,2 00130  66.7724  34.0896 0078802  70.6175 290.3404 13.99367089283111,THOR ABLESTAR DEB,THOR,66.8
131,THOR ABLESTAR DEB,826.7,949.1,-35.57742732,11.01369045,1 00131U 61015R   25330.82813261  .00000146  00000-0  14385-3 0  9997,2 00131  66.7351 248.0845 0084225 214.4619 145.0987 14.01694104275103,THOR ABLESTAR DEB,THOR,66.7
132,THOR ABLESTAR DEB,854.7,969.5,-21.31155533,27.59327399,1 00132U 61015S   25330.79877020  .00000027  00000-0  77107-4 0  9997,2 00132  66.6589 112.1651 0078701 322.0950  37.4604 13.94732958275446,THOR ABLESTAR DEB,THOR,66.7
133,THOR ABLESTAR DEB,776.3,856.8,55.0576374,-24.00142368,1 00133U 61015T   25330.52461580  .00001287  00000-0  60141-3 0  9997,2 00133  67.1159  14.7748 0055947 296.0781  63.4565 14.22601703304655,THOR ABLESTAR DEB,THOR,67.1
134,THOR ABLESTAR DEB,840.7,963,43.73857183,134.1267325,1 00134U 61015U   25330.85878959  .00000114  00000-0  13193-3 0  9999,2 00134  66.8783 184.9178 0083970 333.5808  26.1004 13.97683487277424,THOR ABLESTAR DEB,THOR,66.9
135,THOR ABLESTAR DEB,227.1,253.3,,,1   135U 61015V   02107.40887136 +.27780205 +00000-0 +16188-1 0  9995,2   135 066.6789 334.0564 0019795 237.0414 120.1192 16.12436535107695,THOR ABLESTAR DEB,THOR,66.7
136,THOR ABLESTAR DEB,718.6,789.6,-63.78307987,-49.46628332,1 00136U 61015W   25330.70945659  .00002853  00000-0  89173-3 0  9990,2 00136  67.5295  82.4834 0049778 223.5293 136.1886 14.41332745327577,THOR ABLESTAR DEB,THOR,67.5
137,THOR ABLESTAR DEB,365.7,404.5,,,1 00137U 61015  X 80348.12845084  .07037633 +00000-0 +41851-1 0  9998,2 00137 066.5452 011.0803 0028724 046.3621 313.9926 15.60881807001670,THOR ABLESTAR DEB,THOR,66.5
138,THOR ABLESTAR DEB,852.3,904.3,29.38377457,-28.42345462,1 00138U 61015Y   25330.84448128  .00000694  00000-0  47994-3 0  9992,2 00138  67.1546 240.0333 0035854 276.5904  83.1104 14.04483092274416,THOR ABLESTAR DEB,THOR,67.2
139,THOR ABLESTAR DEB,345.6,399.5,-53.43211317,-62.36617365,1 00139U 61015  Z 78169.82700297  .00246524 +00000-0 +00000-0 0  9995,2 00139 067.1191 308.3513 0039978 247.0843 112.6056 15.65238762912881,THOR ABLESTAR DEB,THOR,67.1
140,THOR ABLESTAR DEB,230.4,310.5,-36.11502571,-123.2922711,1 00140U 61015 AA 62270.11842698  .02053513 +00000-0 +00000-0 0  9993,2 00140 066.5931 170.5466 0060295 288.9744 070.3730 16.01434628068807,THOR ABLESTAR DEB,THOR,66.6
141,THOR ABLESTAR DEB,892.3,973.2,2.896689524,107.2693496,1 00141U 61015AB  25330.86040767  .00000428  00000-0  41346-3 0  9995,2 00141  66.5869 180.7801 0055334 186.0111 174.0308 13.88826192243720,THOR ABLESTAR DEB,THOR,66.6
142,THOR ABLESTAR DEB,313.4,328.1,-48.46236778,125.1459065,1 00142U 61015 AC 67353.53905254  .01734862 +00000-0 +00000-0 0  9998,2 00142 067.0565 028.6142 0010998 010.2011 349.9276 15.83418175348911,THOR ABLESTAR DEB,THOR,67.1
143,THOR ABLESTAR DEB,238.9,293.8,-42.92828586,97.40164107,1 00143U 61015 AD 62164.79996379  .01714948 +00000-0 +00000-0 0  9993,2 00143 066.2402 112.5975 0041368 055.8253 356.3771 16.02917191052905,THOR ABLESTAR DEB,THOR,66.2
144,THOR ABLESTAR DEB,896.2,950.2,51.34097617,126.7033551,1 00144U 61015AE  25330.85166884  .00000313  00000-0  30732-3 0  9996,2 00144  66.4973 168.7726 0036986 136.0895 224.3132 13.91540813256495,THOR ABLESTAR DEB,THOR,66.5
145,THOR ABLESTAR DEB,841.9,924.1,57.97957049,-132.8936572,1 00145U 61015AF  25330.85060412  .00000421  00000-0  31569-3 0  9996,2 00145  66.9243 164.5803 0056631  85.6082 275.1472 14.03127527288322,THOR ABLESTAR DEB,THOR,66.9
147,THOR ABLESTAR DEB,771.6,853.4,-39.49263919,-67.64469167,1 00147U 61015AH  25330.91589993  .00001076  00000-0  49838-3 0  9990,2 00147  66.6150 166.3752 0056827 223.9411 135.7158 14.23809916305661,THOR ABLESTAR DEB,THOR,66.6
148,THOR ABLESTAR DEB,762.5,953.7,0.23516629,-148.6852195,1 00148U 61015AJ  25330.31135785  .00000481  00000-0  29516-3 0  9991,2 00148  65.7722 287.6123 0132082  64.0264 297.4353 14.10378675730365,THOR ABLESTAR DEB,THOR,65.8
149,THOR ABLESTAR DEB,542.1,559.5,60.12712852,-144.2261705,1 00149U 61015 AK 79016.58215268  .00299679 +00000-0 +00000-0 0  9999,2 00149 067.0786 137.3151 0012536 137.9270 222.2788 15.05239877947746,THOR ABLESTAR DEB,THOR,67.1
150,THOR ABLESTAR DEB,909.1,992.9,63.52529677,28.91104186,1 00150U 61015AL  25330.62446610  .00000771  00000-0  75929-3 0  9991,2 00150  66.2488  42.7513 0057151   5.9907 354.1835 13.83646554 80476,THOR ABLESTAR DEB,THOR,66.2
151,THOR ABLESTAR DEB,325.6,385.3,35.00266439,175.416204,1 00151U 61015 AM 67329.39118118  .01422141 +00000-0 +00000-0 0  9994,2 00151 066.8381 085.9273 0044334 231.5785 128.1289 15.71211853344235,THOR ABLESTAR DEB,THOR,66.8
152,THOR ABLESTAR DEB,743.8,965.8,-64.15359883,-22.36912479,1 00152U 61015AN  25330.89444462  .00000143  00000-0  11196-3 0  9994,2 00152  66.5929 115.1437 0153423 331.6137  27.6652 14.11332848297530,THOR ABLESTAR DEB,THOR,66.6
153,THOR ABLESTAR DEB,364.2,391,,,1 00153U 61015 AP 81109.85475893  .11253241 +00000-0 +47770-1 0  9995,2 00153 067.0866 035.8296 0019849 221.7533 138.3946 15.63487075093070,THOR ABLESTAR DEB,THOR,67.1
154,THOR ABLESTAR DEB,814.5,930.5,13.53628996,42.29195243,1 00154U 61015AQ  25330.62935520  .00000229  00000-0  18298-3 0  9992,2 00154  66.6580 303.6401 0079966 158.6450 201.8004 14.06179340288150,THOR ABLESTAR DEB,THOR,66.7
155,THOR ABLESTAR DEB,699.3,745.7,-47.75036867,-137.1335567,1 00155U 61015AR  25330.72790559  .00003792  00000-0  97377-3 0  9998,2 00155  66.8766  90.3698 0032638  48.7587 311.6327 14.50968378331728,THOR ABLESTAR DEB,THOR,66.9
156,THOR ABLESTAR DEB,253.8,281.4,,,1 00156U 61015AS  98268.24939133  .08387044  46110+0  29248-1 0  9993,2 00156 066.9586 167.2062 0020807 204.3324 155.8200 16.02457719902322,THOR ABLESTAR DEB,THOR,67.0
157,THOR ABLESTAR DEB,307.6,330.1,,,1 00157U 61015 AT 80366.73704285  .01604760 +00000-0 +58916-2 0  9990,2 00157 066.7057 153.5182 0016804 216.0306 143.9849 15.84119847036643,THOR ABLESTAR DEB,THOR,66.7
158,THOR ABLESTAR DEB,925.3,"1,870.40",10.15496336,-10.28231378,1 00158U 61015AU  25330.87092787  .00000415  00000-0  11995-2 0  9995,2 00158  67.0742 248.2039 0607722   6.4720 354.3707 12.66104708979732,THOR ABLESTAR DEB,THOR,67.1
159,THOR ABLESTAR DEB,963.4,"1,537.50",-47.74322449,-142.4353662,1 00159U 61015AV  25330.56656687  .00000136  00000-0  46535-3 0  9996,2 00159  65.5266 322.5895 0376256 236.8525 119.5876 13.02977034 54452,THOR ABLESTAR DEB,THOR,65.5
166,DELTA 1 DEB (YO),241.3,249.5,,,1 00166U 61017  C 92061.43457846  .02354195 +87040-2 +28131-2 0  9994,2 00166 047.9289 070.8616 0006173 014.9088 345.6348 16.10528449649900,DELTA 1 DEB (YO),DELTA,47.9
167,DELTA 1 DEB (YO),746.5,876.8,-39.94866944,92.00151061,1 00167U 61017D   25330.06006616  .00000026  00000-0  74310-4 0  9994,2 00167  47.8443 221.4876 0090562 359.2947   0.7796 14.24062109335725,DELTA 1 DEB (YO),DELTA,47.8
171,THOR ABLESTAR DEB,214.1,214.1,29.91682321,-145.5505837,1 00171U 61015 AX 62024.95114444  .04322575 +00000-0 +00000-0 0  9996,2 00171 067.1320 191.9744 0000000 105.5174 254.4825 16.22018576031730,THOR ABLESTAR DEB,THOR,67.1
172,THOR ABLESTAR DEB,937.8,"1,140.10",48.65396426,-134.6360753,1 00172U 61015AY  25330.23570037  .00000117  00000-0  23787-3 0  9992,2 00172  67.0677 272.7842 0136346 211.0896 148.2050 13.59097915177539,THOR ABLESTAR DEB,THOR,67.1
175,THOR ABLESTAR DEB,256.1,282.7,,,1 00175U 61015AZ  99071.77920265  .09966680  28445+0  26124-1 0  9992,2 00175 066.5216 212.3883 0019997 331.8582 028.1554 16.01824479917333,THOR ABLESTAR DEB,THOR,66.5
176,THOR ABLESTAR DEB,316.3,352.4,,,1 00176U 61015 BA 82042.63725928  .33822185 +00000-0 +40826-1 0  9998,2 00176 066.7337 133.1652 0026857 002.2831 357.8503 15.78626601054094,THOR ABLESTAR DEB,THOR,66.7
177,THOR ABLESTAR DEB,760.6,925.7,23.98298651,-63.64159336,1 00177U 61015BB  25330.45277796  .00000169  00000-0  12248-3 0  9994,2 00177  66.6579   1.2666 0114301 234.6870 124.3491 14.14760144312481,THOR ABLESTAR DEB,THOR,66.7
178,THOR ABLESTAR DEB,862.9,973.3,25.30460764,72.0206313,1 00178U 61015BC  25330.85893922  .00000112  00000-0  14139-3 0  9993,2 00178  66.8631 135.1784 0075618 144.3299 216.2868 13.93004191269063,THOR ABLESTAR DEB,THOR,66.9
179,THOR ABLESTAR DEB,285.3,307.8,,,1 00179U 61015BD  00063.60597688 +.09719593 +17753-0 +39641-1 0  9998,2 00179 066.8455 229.5006 0016860 326.1818 033.8226 15.92061270965060,THOR ABLESTAR DEB,THOR,66.8
185,DISCOVERER 30 DEB,219.8,399.8,-71.34961164,-61.87892404,1 00185U 61024  B 61258.99336049  .04953983 +00000-0 +00000-0 0  9993,2 00185 082.5800 353.8751 0134589 133.4681 227.1040 15.87310449000500,DISCOVERER 30 DEB,DISCOVERER,82.6
187,DISCOVERER 30 DEB,206,421.2,-71.97670675,-81.96047966,1 00187U 61024  C 61264.78699169  .03861820 +00000-0 +00000-0 0  9991,2 00187 082.7052 347.7367 0160768 097.8544 263.0750 15.85958694001402,DISCOVERER 30 DEB,DISCOVERER,82.7
190,DISCOVERER 32 DEB,233.8,302.6,55.70460932,124.7142677,1 00190U 61027  B 61292.42519079  .00954270 +00000-0 +00000-0 0  9990,2 00190 081.6900 011.9113 0051775 137.4538 222.7506 16.02255431000900,DISCOVERER 32 DEB,DISCOVERER,81.7
191,DISCOVERER 32 DEB,233.8,328.8,63.47900045,-40.88552722,1 00191U 61027  C 61287.53941570  .07825332 +00000-0 +00000-0 0  9995,2 00191 081.6900 018.0139 0071383 156.3611 203.8062 15.97520378000125,DISCOVERER 32 DEB,DISCOVERER,81.7
198,DISCOVERER 34 DEB,232.4,368.1,41.70908027,-97.10035061,1 00198U 61029  B 61331.30830909  .04577469 +00000-0 +00000-0 0  9994,2 00198 082.4591 028.3135 0101591 076.0377 284.5362 15.90715028003302,DISCOVERER 34 DEB,DISCOVERER,82.5
199,DISCOVERER 34 DEB,247.4,502.1,59.31812612,107.2038672,1 00199U 61029  C 61335.53279260  .02422552 +00000-0 +00000-0 0  9991,2 00199 082.5036 025.3071 0188595 060.5602 300.3928 15.64471255003905,DISCOVERER 34 DEB,DISCOVERER,82.5
200,DISCOVERER 34 DEB,247.4,454.9,-14.45378776,-2.04743052,1 00200U 61029  D 61339.39753329  .03070312 +00000-0 +00000-0 0  9999,2 00200 082.5036 021.2693 0154185 046.4022 314.2452 15.72708731004504,DISCOVERER 34 DEB,DISCOVERER,82.5
203,DISCOVERER 34 DEB,225.6,813,75.66039298,37.39639755,1 00203U 61029  E 61323.18441300  .01258879 +00000-0 +00000-0 0  9999,2 00203 082.5170 037.8822 0425815 107.1694 255.2181 15.15551979002007,DISCOVERER 34 DEB,DISCOVERER,82.5
207,DISCOVERER 35 DEB,179.2,447.5,26.6969569,5.070526952,1 00207U 61030  B 61321.75032380  .05152414 +00000-0 +00000-0 0  9992,2 00207 081.5337 079.2353 0200471 111.0641 250.0305 15.86061565000306,DISCOVERER 35 DEB,DISCOVERER,81.5
210,THOR ABLESTAR DEB,904.1,961.5,-41.68201091,47.38374947,1 00210U 61015BE  25330.87031617  .00000708  00000-0  64716-3 0  9994,2 00210  66.4550 144.8380 0039263  81.5768 278.9755 13.88801206237302,THOR ABLESTAR DEB,THOR,66.5
211,THOR ABLESTAR DEB,198.3,215.3,,,1 00211U 61015BF  02289.93597555  .12731494  63839-5  44358-2 0  9997,2 00211 066.5055 094.2273 0012921 260.4849 099.4747 16.24698619154673,THOR ABLESTAR DEB,THOR,66.5
212,THOR ABLESTAR DEB,236.7,265,,,1 00212U 61015 BG 88223.38923421 -.15822117 +2776000 +99297-2 0  9990,2 00212 068.1769 199.2091 0021307 193.8042 166.4691 16.08547387423006,THOR ABLESTAR DEB,THOR,68.2
216,THOR ABLESTAR DEB,174.5,186.9,,,1 00216U 61015 BH 89317.35741781  .28418481 +30854-4 +40292-2 0  9995,2 00216 066.8223 092.7333 0009463 021.1458 340.6320 16.34407703491791,THOR ABLESTAR DEB,THOR,66.8
220,THOR ABLESTAR DEB,234.9,234.9,-64.67445694,42.15811764,1 00220U 61015 BJ 66048.84887524  .02244889 +14507-1 +00000-0 0  9992,2 00220 066.9680 210.4257 0000000 000.0000 359.9999 16.14345436254834,THOR ABLESTAR DEB,THOR,67.0
223,THOR ABLESTAR DEB,886.9,977.5,-61.2321699,-32.96022465,1 00223U 61015BK  25330.73173730  .00000025  00000-0  81828-4 0  9992,2 00223  66.8900  92.7245 0061979 111.4878 249.2824 13.88986731262756,THOR ABLESTAR DEB,THOR,66.9
224,THOR ABLESTAR DEB,807.2,899.6,-61.20436632,101.9476748,1 00224U 61015BL  25330.34884583  .00001052  00000-0  60960-3 0  9999,2 00224  66.7366 307.0159 0063918 180.0992 253.6805 14.11745801283885,THOR ABLESTAR DEB,THOR,66.7
225,THOR ABLESTAR DEB,695,836.3,-52.07182443,-46.44566584,1 00225U 61015BM  25330.63328234  .00001291  00000-0  43225-3 0  9998,2 00225  66.7971  62.2969 0098939   5.5550 354.6625 14.37835171328609,THOR ABLESTAR DEB,THOR,66.8
227,DELTA 1 DEB (YO),665.3,847.9,-24.23227215,77.82152882,1 00227U 62002B   25329.86929518  .00000342  00000-0  14603-3 0  9996,2 00227  48.1462 183.0303 0127953 301.3647  57.4780 14.40579127314983,DELTA 1 DEB (YO),DELTA,48.1
228,DELTA 1 DEB (YO),445.5,453.2,-46.50623821,156.1953915,1 00228U 62002C   25329.36498826  .00029248  00000-0  75241-3 0  9996,2 00228  48.4329 310.2939 0005602 261.2876  98.7429 15.38905894411575,DELTA 1 DEB (YO),DELTA,48.4
230,THOR ABLESTAR DEB,834.1,976.1,18.99688615,-76.79010888,1 00230U 61015BN  25330.83565727  .00000074  00000-0  10456-3 0  9994,2 00230  66.8817 186.4417 0097517 316.0786  43.2573 13.96746462277495,THOR ABLESTAR DEB,THOR,66.9
231,THOR ABLESTAR DEB,212,230.8,-66.06623512,-108.3193517,1 00231U 61015 BP 65043.85390658  .05559087 +97256-1 +00000-0 0  9990,2 00231 066.8428 157.5022 0014242 321.5161 038.3829 16.19328230200028,THOR ABLESTAR DEB,THOR,66.8
232,THOR ABLESTAR DEB,844.9,938,16.75566744,93.17167684,1 00232U 61015BQ  25330.48140819  .00000221  00000-0  19745-3 0  9992,2 00232  66.8217 356.2674 0064020 251.5436 107.8682 14.00666012278601,THOR ABLESTAR DEB,THOR,66.8
233,THOR ABLESTAR DEB,200.1,220.7,,,1   233U 61015BR  25275.71218380  .16427327  60821-5  63399-2 0  9998,2   233  66.7888 141.1931 0015577 233.6827 126.2931 16.23372779341727,THOR ABLESTAR DEB,THOR,66.8
234,THOR ABLESTAR DEB,824.4,935.9,-34.06149169,-146.8259943,1 00234U 61015BS  25330.31087866  .00000464  00000-0  33481-3 0  9990,2 00234  66.8762 306.0280 0076816 275.4382  83.7945 14.03942320282954,THOR ABLESTAR DEB,THOR,66.9
235,THOR ABLESTAR DEB,742.4,968.5,-14.0180357,-21.99404632,1 00235U 61015BT  25330.59880454  .00000201  00000-0  13862-3 0  9995,2 00235  66.9567  59.5511 0156283 128.7472 232.7706 14.11151779292741,THOR ABLESTAR DEB,THOR,67.0
236,THOR ABLESTAR DEB,385.6,499.1,42.36379941,81.63303395,1 00236U 61015 BU 69083.91111825  .00391250 +00000-0 +00000-0 0  9998,2 00236 067.2944 042.5610 0083226 267.6390 091.5127 15.41274745413853,THOR ABLESTAR DEB,THOR,67.3
237,THOR ABLESTAR DEB,247.7,288.4,39.37164157,116.5352156,1 00237U 61015 BV 69099.38694572  .03681623 +00000-0 +00000-0 0  9991,2 00237 067.1920 017.2667 0030569 259.3503 100.4251 16.02302946425892,THOR ABLESTAR DEB,THOR,67.2
238,THOR ABLESTAR DEB,364.1,401.3,61.56953762,128.6683277,1 00238U 61015 BW 69327.86035893  .00673066 +00000-0 +00000-0 0  9993,2 00238 067.0585 081.6628 0027490 245.0697 114.7621 15.61705287448046,THOR ABLESTAR DEB,THOR,67.1
